Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO,,
N?  2226819-A/2226819/UN-BCL,UN-BCL,Água Bruta,Completa,Chafariz,PT - 01,TRAIRI,329924,-Água Bruta - Vila Gualdrapas,Coletas Extras,GESAR - OBRAS,Cloreto,"4500-Cl- B, SMEWW 22nd Ed., 2012",3621,0,318,318,250,12/09/2019,12/09/2019,1,,
N?  2226825-A/2226825/UN-BCL,UN-BCL,Água Bruta,Completa,Captação,Açude Brotas,BROTAS,329923,-Água Bruta - Açude de Brotas,Extras,UNBCL,Cloreto,"4500-Cl- B, SMEWW 22nd Ed., 2012",3622,0,28,28,250,12/09/2019,12/09/2019,0,,
N?  2228283-A/2228283/UN-BCL,UN-BCL,Água Bruta,Particular,Saída do poço,Poço Amazonas,ITAPIPOCA,329974,-Água Bruta - Sítios Fleixeiras Itacoatiara - Araparí,UNBCL - EXTRAS,Claudia Barbosa Montenegro,Cloreto,"4500-Cl- B, SMEWW 22nd Ed., 2012",3623,0,83,83,250,17/09/2019,17/09/2019,0,,
N?  2226716-A/2226716/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,Poço Profundo,ITAREMA,329925,-Água Bruta - Parati - poço 3,SISAR,SISAR - UNBCL,Cloreto,"4500-Cl- B, SMEWW 22nd Ed., 2012",3625,0,593,593,250,17/09/2019,17/09/2019,1,,
N?  2227690-A/2227690/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,Poço Profundo,ITAREMA,329971,-Água Bruta - Parati - Poço 1,SISAR,SISAR - UNBCL,Cloreto,"4500-Cl- B, SMEWW 22nd Ed., 2012",3626,0,221,221,250,17/09/2019,17/09/2019,0,,
N?  2227692-A/2227692/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,Poço Profundo,ITAREMA,329970,-Água Bruta - Parati - Poço 2,SISAR,SISAR - UNBCL,Cloreto,"4500-Cl- B, SMEWW 22nd Ed., 2012",3627,0,61,61,250,17/09/2019,17/09/2019,0,,
N?  2231311-A/2231311/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,Poço Profundo,ITAREMA,329925,-Água Bruta - Parati - poço 03 PSF,SISAR,SISAR - UNBCL,Cloreto,"4500-Cl- B, SMEWW 22nd Ed., 2012",3629,0,"62,874","62,87",250,27/09/2019,27/09/2019,0,,
N?  2231323-A/2231323/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,Poço Profundo,ITAREMA,329970,-Água Bruta - Parati - PT 02 Rel Antigo,SISAR,SISAR - UNBCL,Cloreto,"4500-Cl- B, SMEWW 22nd Ed., 2012",3630,0,"229,54","229,54",250,27/09/2019,27/09/2019,0,,
N?  2231327-A/2231327/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,Poço Profundo,ITAREMA,329971,-Água Bruta - Parati - PT 01 Colégio,SISAR,SISAR - UNBCL,Cloreto,"4500-Cl- B, SMEWW 22nd Ed., 2012",3631,0,"548,9","548,9",250,27/09/2019,27/09/2019,1,,
N?  2222006-A/2222006/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",201,0,3,3,10000000,02/09/2019,02/09/2019,0,
N?  2222372-A/2222372/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",202,0,4,4,10000000,04/09/2019,04/09/2019,0,
N?  2224123-A/2224123/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",203,0,"2,5","2,5",10000000,09/09/2019,09/09/2019,0,
N?  2225324-A/2225324/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",204,0,"2,5","2,5",10000000,11/09/2019,11/09/2019,0,
N?  2226362-A/2226362/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",205,0,3,3,10000000,16/09/2019,16/09/2019,0,
N?  2226363-A/2226363/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",206,0,"2,5","2,5",10000000,18/09/2019,18/09/2019,0,
N?  2228549-A/2228549/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",207,0,"2,5","2,5",10000000,23/09/2019,23/09/2019,0,
N?  2228553-A/2228553/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",208,0,"2,5","2,5",10000000,25/09/2019,25/09/2019,0,
N?  2222010-A/2222010/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Cruxati,BETÂNIA,119764,Estação de Tratamento de Água,BETÂNIA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",210,0,2,2,10000000,02/09/2019,02/09/2019,0,,
N?  2222379-A/2222379/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Cruxati,BETÂNIA,119764,Estação de Tratamento de Água,BETÂNIA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",211,0,3,3,10000000,04/09/2019,04/09/2019,0,,
N?  2224126-A/2224126/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Cruxati,BETÂNIA,119764,Estação de Tratamento de Água,BETÂNIA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",212,0,3,3,10000000,09/09/2019,09/09/2019,0,,
N?  2225326-A/2225326/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Cruxati,BETÂNIA,119764,Estação de Tratamento de Água,BETÂNIA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",213,0,3,3,10000000,11/09/2019,11/09/2019,0,,
N?  2226366-A/2226366/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Cruxati,BETÂNIA,119764,Estação de Tratamento de Água,BETÂNIA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",214,0,3,3,10000000,16/09/2019,16/09/2019,0,,
N?  2226367-A/2226367/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Cruxati,BETÂNIA,119764,Estação de Tratamento de Água,BETÂNIA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",215,0,3,3,10000000,18/09/2019,18/09/2019,0,,
N?  2228563-A/2228563/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Cruxati,BETÂNIA,119764,Estação de Tratamento de Água,BETÂNIA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",216,0,"2,5","2,5",10000000,23/09/2019,23/09/2019,0,,
N?  2228566-A/2228566/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Cruxati,BETÂNIA,119764,Estação de Tratamento de Água,BETÂNIA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",217,0,"0,5","0,5",10000000,25/09/2019,25/09/2019,0,,
N?  2229899-A/2229899/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Cruxati,BETÂNIA,119764,Estação de Tratamento de Água,BETÂNIA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",218,0,3,3,10000000,30/09/2019,30/09/2019,0,,
N?  2222393-A/2222393/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Missí,BROTAS,68063,ESTAÇÃO DE TRATAMENTO DE ÁGUA,UNBCL-BROTAS,UN-BCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",220,0,3,3,10000000,04/09/2019,04/09/2019,0,,
N?  2224130-A/2224130/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Missí,BROTAS,68063,ESTAÇÃO DE TRATAMENTO DE ÁGUA,UNBCL-BROTAS,UN-BCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",221,0,3,3,10000000,09/09/2019,09/09/2019,0,,
N?  2225329-A/2225329/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Missí,BROTAS,68063,ESTAÇÃO DE TRATAMENTO DE ÁGUA,UNBCL-BROTAS,UN-BCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",222,0,"2,5","2,5",10000000,11/09/2019,11/09/2019,0,,
N?  2226370-A/2226370/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Missí,BROTAS,68063,ESTAÇÃO DE TRATAMENTO DE ÁGUA,UNBCL-BROTAS,UN-BCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",223,0,"2,5","2,5",10000000,16/09/2019,16/09/2019,0,,
N?  2226371-A/2226371/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Missí,BROTAS,68063,ESTAÇÃO DE TRATAMENTO DE ÁGUA,UNBCL-BROTAS,UN-BCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",224,0,"2,5","2,5",10000000,18/09/2019,18/09/2019,0,,
N?  2228571-A/2228571/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Missí,BROTAS,68063,ESTAÇÃO DE TRATAMENTO DE ÁGUA,UNBCL-BROTAS,UN-BCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",225,0,3,3,10000000,23/09/2019,23/09/2019,0,,
N?  2228572-A/2228572/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Missí,BROTAS,68063,ESTAÇÃO DE TRATAMENTO DE ÁGUA,UNBCL-BROTAS,UN-BCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",226,0,"2,5","2,5",10000000,25/09/2019,25/09/2019,0,,
N?  2229908-A/2229908/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Missí,BROTAS,68063,ESTAÇÃO DE TRATAMENTO DE ÁGUA,UNBCL-BROTAS,UN-BCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",227,0,3,3,10000000,30/09/2019,30/09/2019,0,,
N?  2222135-A/2222135/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Sítios Novos,CATUANA,35506,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CATUANA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",228,0,"3,5","3,5",10000000,03/09/2019,03/09/2019,0,
N?  2222548-A/2222548/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Sítios Novos,CATUANA,35506,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CATUANA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",229,0,"3,5","3,5",10000000,05/09/2019,05/09/2019,0,
N?  2224466-A/2224466/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Sítios Novos,CATUANA,35506,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CATUANA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",230,0,"3,5","3,5",10000000,10/09/2019,10/09/2019,0,
N?  2225498-A/2225498/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Sítios Novos,CATUANA,35506,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CATUANA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",231,0,"3,5","3,5",10000000,12/09/2019,12/09/2019,0,
N?  2226976-A/2226976/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Sítios Novos,CATUANA,35506,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CATUANA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",232,0,"3,5","3,5",10000000,17/09/2019,17/09/2019,0,
N?  2226978-A/2226978/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Sítios Novos,CATUANA,35506,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CATUANA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",233,0,"3,5","3,5",10000000,19/09/2019,19/09/2019,0,
N?  2229559-A/2229559/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Sítios Novos,CATUANA,35506,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CATUANA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",234,0,4,4,10000000,26/09/2019,26/09/2019,0,
N?  2222139-A/2222139/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,CEMOABA,35786,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CEMOABA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",236,0,3,3,10000000,03/09/2019,03/09/2019,0,
N?  2224525-A/2224525/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,CEMOABA,35786,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CEMOABA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",238,0,3,3,10000000,10/09/2019,10/09/2019,0,
N?  2225506-A/2225506/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,CEMOABA,35786,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CEMOABA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",239,0,3,3,10000000,12/09/2019,12/09/2019,0,
N?  2226984-A/2226984/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,CEMOABA,35786,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CEMOABA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",240,0,3,3,10000000,17/09/2019,17/09/2019,0,
N?  2226987-A/2226987/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,CEMOABA,35786,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CEMOABA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",241,0,2,2,10000000,19/09/2019,19/09/2019,0,
N?  2229564-A/2229564/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,CEMOABA,35786,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CEMOABA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",242,0,3,3,10000000,26/09/2019,26/09/2019,0,
N?  2229566-A/2229566/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,CEMOABA,35786,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-CEMOABA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",243,0,3,3,10000000,27/09/2019,27/09/2019,0,
N?  2222143-A/2222143/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,CROATA,328243,SAÍDA DO TRATAMENTO (POÇO - LAGUNA),UNBCL - Croatá,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",244,0,"0,5","0,5",10000000,03/09/2019,03/09/2019,0,,
N?  2222550-A/2222550/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,CROATA,328243,SAÍDA DO TRATAMENTO (POÇO - LAGUNA),UNBCL - Croatá,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",245,0,"0,8","0,8",10000000,05/09/2019,05/09/2019,0,,
N?  2225531-A/2225531/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,CROATA,328243,SAÍDA DO TRATAMENTO (POÇO - LAGUNA),UNBCL - Croatá,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",246,0,"0,8","0,8",10000000,10/09/2019,10/09/2019,0,,
N?  2225887-A/2225887/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,CROATA,328243,SAÍDA DO TRATAMENTO (POÇO - LAGUNA),UNBCL - Croatá,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",247,0,"0,2","0,2",10000000,12/09/2019,12/09/2019,0,,
N?  2227035-A/2227035/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,CROATA,328243,SAÍDA DO TRATAMENTO (POÇO - LAGUNA),UNBCL - Croatá,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",248,0,"0,2","0,2",10000000,17/09/2019,17/09/2019,0,,
N?  2227036-A/2227036/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,CROATA,328243,SAÍDA DO TRATAMENTO (POÇO - LAGUNA),UNBCL - Croatá,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",249,0,"0,1","0,1",10000000,19/09/2019,19/09/2019,0,,
N?  2229593-A/2229593/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,CROATA,328243,SAÍDA DO TRATAMENTO (POÇO - LAGUNA),UNBCL - Croatá,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",250,0,"2,5","2,5",10000000,26/09/2019,26/09/2019,0,,
N?  2229596-A/2229596/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Caxitoré,CROATA,328243,SAÍDA DO TRATAMENTO (POÇO - LAGUNA),UNBCL - Croatá,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",251,0,2,2,10000000,27/09/2019,27/09/2019,0,,
N?  2222147-A/2222147/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,DESERTO,34141,ETA DESERTO,UNBCL-DESERTO,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",252,0,3,3,10000000,03/09/2019,03/09/2019,0,,
N?  2222554-A/2222554/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,DESERTO,34141,ETA DESERTO,UNBCL-DESERTO,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",253,0,3,3,10000000,05/09/2019,05/09/2019,0,,
N?  2225554-A/2225554/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,DESERTO,34141,ETA DESERTO,UNBCL-DESERTO,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",254,0,3,3,10000000,10/09/2019,10/09/2019,0,,
N?  2225557-A/2225557/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,DESERTO,34141,ETA DESERTO,UNBCL-DESERTO,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",255,0,3,3,10000000,12/09/2019,12/09/2019,0,,
N?  2227045-A/2227045/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,DESERTO,34141,ETA DESERTO,UNBCL-DESERTO,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",256,0,3,3,10000000,17/09/2019,17/09/2019,0,,
N?  2227046-A/2227046/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,DESERTO,34141,ETA DESERTO,UNBCL-DESERTO,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",257,0,3,3,10000000,19/09/2019,19/09/2019,0,,
N?  2229604-A/2229604/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,DESERTO,34141,ETA DESERTO,UNBCL-DESERTO,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",258,0,3,3,10000000,26/09/2019,26/09/2019,0,,
N?  2229605-A/2229605/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Mundaú,DESERTO,34141,ETA DESERTO,UNBCL-DESERTO,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",259,0,3,3,10000000,27/09/2019,27/09/2019,0,,
N?  2222043-A/2222043/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",260,0,"2,5","2,5",10000000,02/09/2019,02/09/2019,0,,
N?  2222406-A/2222406/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",261,0,"2,5","2,5",10000000,04/09/2019,04/09/2019,0,,
N?  2224133-A/2224133/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",262,0,3,3,10000000,09/09/2019,09/09/2019,0,,
N?  2225333-A/2225333/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",263,0,"1,5","1,5",10000000,11/09/2019,11/09/2019,0,,
N?  2226374-A/2226374/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",264,0,"1,5","1,5",10000000,16/09/2019,16/09/2019,0,,
N?  2226375-A/2226375/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",265,0,"1,5","1,5",10000000,18/09/2019,18/09/2019,0,,
N?  2228575-A/2228575/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",266,0,"1,5","1,5",10000000,23/09/2019,23/09/2019,0,,
N?  2228576-A/2228576/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",267,0,"1,5","1,5",10000000,25/09/2019,25/09/2019,0,,
N?  2229910-A/2229910/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude General Sampaio,GENERAL SAMPAIO,187528,Estação de Tratamento de Água,UNBCL-GENERAL SAMPAIO,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",268,0,"2,5","2,5",10000000,30/09/2019,30/09/2019,0,,
N?  2222054-A/2222054/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,153221,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",269,0,4,4,10000000,02/09/2019,02/09/2019,0,,
N?  2224136-A/2224136/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,187526,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",271,0,4,4,10000000,09/09/2019,09/09/2019,0,,
N?  2225336-A/2225336/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,153221,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",272,0,4,4,10000000,11/09/2019,11/09/2019,0,,
N?  2226384-A/2226384/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,35796,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",273,0,4,4,10000000,16/09/2019,16/09/2019,0,,
N?  2226386-A/2226386/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Açude Jerimum,IRAUÇUBA,187526,Estação de Tratamento de Água,UNBCL-IRAUÇUBA,UNBCL,Cloro residual livre OT,"1015, SMEWW 13th Ed., 1971",274,0,4,4,10000000,18/09/2019,18/09/2019,0,,
